"ITTER107_A","Territorio di origine","TIPO_DATO15","Tipo di indicatore demografico","PROV_DEST_Z","Tipo di trasferimento","ISO","Paese di cittadinanza","SEXISTAT1","Sesso","ETA1","Età","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","1","maschi","TOTAL","totale","2012","2012",16,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","1","maschi","TOTAL","totale","2014","2014",11,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","1","maschi","TOTAL","totale","2015","2015",6,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","1","maschi","TOTAL","totale","2016","2016",8,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","1","maschi","TOTAL","totale","2017","2017",7,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","1","maschi","TOTAL","totale","2018","2018",11,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","1","maschi","TOTAL","totale","2019","2019",18,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","1","maschi","TOTAL","totale","2020","2020",13,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","2","femmine","Y18-39","18-39 anni","2002","2002",3,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","2","femmine","Y18-39","18-39 anni","2003","2003",4,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","2","femmine","Y18-39","18-39 anni","2005","2005",24,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","2","femmine","Y18-39","18-39 anni","2006","2006",14,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","2","femmine","Y18-39","18-39 anni","2007","2007",9,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","2","femmine","Y18-39","18-39 anni","2008","2008",11,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","2","femmine","Y18-39","18-39 anni","2009","2009",7,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","2","femmine","Y18-39","18-39 anni","2010","2010",8,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","2","femmine","Y18-39","18-39 anni","2011","2011",6,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","2","femmine","Y18-39","18-39 anni","2012","2012",9,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","2","femmine","Y18-39","18-39 anni","2014","2014",4,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","2","femmine","Y18-39","18-39 anni","2015","2015",3,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","2","femmine","Y18-39","18-39 anni","2016","2016",7,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","2","femmine","Y18-39","18-39 anni","2017","2017",6,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","2","femmine","Y18-39","18-39 anni","2018","2018",1,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","2","femmine","Y18-39","18-39 anni","2019","2019",3,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","2","femmine","Y18-39","18-39 anni","2020","2020",9,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","2","femmine","Y40-64","40-64 anni","2003","2003",4,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","2","femmine","Y40-64","40-64 anni","2005","2005",4,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","2","femmine","Y40-64","40-64 anni","2006","2006",5,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","2","femmine","Y40-64","40-64 anni","2007","2007",3,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","2","femmine","Y40-64","40-64 anni","2008","2008",4,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","2","femmine","Y40-64","40-64 anni","2010","2010",1,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","2","femmine","Y40-64","40-64 anni","2011","2011",4,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","2","femmine","Y40-64","40-64 anni","2012","2012",3,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","2","femmine","Y40-64","40-64 anni","2014","2014",2,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","2","femmine","Y40-64","40-64 anni","2015","2015",2,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","2","femmine","Y40-64","40-64 anni","2016","2016",1,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","2","femmine","Y40-64","40-64 anni","2017","2017",4,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","2","femmine","Y40-64","40-64 anni","2018","2018",1,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","2","femmine","Y40-64","40-64 anni","2019","2019",1,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","9","totale","Y40-64","40-64 anni","2002","2002",1,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","9","totale","Y40-64","40-64 anni","2003","2003",4,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","9","totale","Y40-64","40-64 anni","2005","2005",6,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","9","totale","Y40-64","40-64 anni","2006","2006",5,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","9","totale","Y40-64","40-64 anni","2007","2007",5,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","9","totale","Y40-64","40-64 anni","2008","2008",7,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","9","totale","Y40-64","40-64 anni","2009","2009",4,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","9","totale","Y40-64","40-64 anni","2010","2010",1,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","9","totale","Y40-64","40-64 anni","2011","2011",8,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","9","totale","Y40-64","40-64 anni","2012","2012",6,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","9","totale","Y40-64","40-64 anni","2014","2014",4,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","9","totale","Y40-64","40-64 anni","2015","2015",3,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","9","totale","Y40-64","40-64 anni","2016","2016",4,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","9","totale","Y40-64","40-64 anni","2017","2017",4,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","9","totale","Y40-64","40-64 anni","2018","2018",4,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","9","totale","Y40-64","40-64 anni","2019","2019",4,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","9","totale","Y40-64","40-64 anni","2020","2020",4,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","2","femmine","Y_GE65","65 anni e più","2003","2003",1,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","2","femmine","Y_GE65","65 anni e più","2008","2008",2,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","2","femmine","Y_GE65","65 anni e più","2014","2014",1,,
"ITTOT","Totale","TREG","iscritti  in anagrafe ","FREIGN","estero","999","Apolide","2","femmine","Y_GE65","65 anni e più","2016","2016",2,,
